"","GENE_ID","LUSC1","LUSC2","LUSC3","LUSC4","LUSC5","LUSC6","NORM1","NORM2","NORM3"
"19667","ENSG00000203605.3",0,0,3,0,0,0,0,0,0
"19668","ENSG00000203616.2",7,7,0,0,4,1,2,1,1
"19669","ENSG00000203618.5",0,0,0,0,0,0,0,0,0
"19670","ENSG00000203620.2",0,0,0,0,0,0,1,1,0
"19671","ENSG00000203635.2",0,10,5,3,1,1,1,0,8
"19672","ENSG00000203643.3",2,0,0,0,0,0,0,0,0
"19673","ENSG00000203644.3",435,497,573,668,485,541,398,372,552
"19674","ENSG00000203645.2",0,1,3,2,1,1,0,0,0
"19675","ENSG00000203647.2",0,0,0,1,0,1,0,1,1
"19676","ENSG00000203648.3",1,0,0,0,0,0,0,0,1
"19677","ENSG00000203650.6",1,5,2,0,9,5,16,9,22
"19678","ENSG00000203661.3",0,0,0,0,0,0,0,0,0
"19679","ENSG00000203663.3",0,0,0,0,0,0,1,0,0
"19680","ENSG00000203664.6",0,0,0,0,0,0,0,0,0
"19681","ENSG00000203666.11",55,284,388,552,102,362,650,497,784
"19682","ENSG00000203667.8",412,249,508,636,342,341,320,440,333
"19683","ENSG00000203668.1",1426,1534,1904,2741,1622,3052,894,591,2027
"19684","ENSG00000203684.5",4,12,24,7,14,9,6,7,8
"19685","ENSG00000203685.8",5,45,23,170,82,28,190,90,153
"19686","ENSG00000203688.4",11,327,1,30,3,2,3,18,3
"19687","ENSG00000203690.10",0,1,0,0,0,0,0,0,0
"19688","ENSG00000203697.10",7,93,93,119,17,430,472,1893,2027
"19689","ENSG00000203705.9",444,1014,555,1125,389,792,868,1288,952
"19690","ENSG00000203706.7",39,106,132,320,73,147,135,288,160
"19691","ENSG00000203709.8",39,36,51,158,37,129,126,526,1361
"19692","ENSG00000203710.9",35,94,55,196,40,374,246,317,1445
"19693","ENSG00000203711.10",26,51,22,18,18,18,18,27,24
"19694","ENSG00000203721.4",1,31,4,15,8,5,3,3,0
"19695","ENSG00000203722.6",7,15,49,53,120,153,86,44,45
"19696","ENSG00000203724.9",86,147,157,172,42,83,34,375,132
"19697","ENSG00000203727.3",53,801,324,842,875,1355,2498,738,1597
"19698","ENSG00000203729.7",0,0,2,0,1,1,0,0,0
"19699","ENSG00000203730.2",3,5,7,5,6,5,1,0,1
"19700","ENSG00000203733.5",0,0,0,0,0,0,0,0,0
"19701","ENSG00000203734.10",8,25,338,21,33,16,769,160,187
"19702","ENSG00000203737.3",4,0,2,3,2,0,3,0,0
"19703","ENSG00000203739.3",18,74,43,87,50,62,77,62,78
"19704","ENSG00000203740.3",2,11,32,35,28,31,0,1,0
"19705","ENSG00000203747.8",602,5622,2400,5458,269,3845,10771,14748,17386
"19706","ENSG00000203756.6",0,1,0,7,0,3,3,1,3
"19707","ENSG00000203757.1",0,0,0,0,0,0,3,24,53
"19708","ENSG00000203758.4",0,0,0,0,0,0,0,0,0
"19709","ENSG00000203760.7",1023,1182,986,1164,1162,724,165,445,177
"19710","ENSG00000203761.5",89,165,162,163,188,137,65,70,135
"19711","ENSG00000203772.7",317,152,121,347,82,113,102,53,144
"19712","ENSG00000203778.6",111,881,346,190,86,229,1148,1049,649
"19713","ENSG00000203780.9",39,100,547,171,84,221,398,246,296
"19714","ENSG00000203781.4",0,0,0,0,0,0,0,0,0
"19715","ENSG00000203782.5",119,0,4,27,3,16,1,0,0
"19716","ENSG00000203783.4",320,1,6,34,0,142,4,0,2
"19717","ENSG00000203784.2",0,0,0,0,0,1,0,0,0
"19718","ENSG00000203785.7",952,120,3826,2011,1573,12469,37,1,16
"19719","ENSG00000203786.6",97,2,140,706,18,285,2,0,1
"19720","ENSG00000203791.12",360,747,500,604,269,595,612,754,761
"19721","ENSG00000203795.2",0,0,0,0,0,0,0,0,0
"19722","ENSG00000203797.8",18,128,54,62,3,37,448,627,538
"19723","ENSG00000203799.9",60,16,89,117,401,111,18,31,31
"19724","ENSG00000203801.7",6,3,5,10,16,6,10,1,11
"19725","ENSG00000203804.4",6,14,18,23,17,13,37,27,96
"19726","ENSG00000203805.9",36,138,236,515,236,232,13,1,12
"19727","ENSG00000203808.9",34,73,4,10,3,39,20,19,12
"19728","ENSG00000203809.5",0,0,0,0,0,0,0,0,0
"19729","ENSG00000203811.1",9,1,2,1,0,1,1,16,0
"19730","ENSG00000203812.2",0,0,2,0,0,0,0,1,0
"19731","ENSG00000203814.6",17,30,103,184,54,62,28,21,17
"19732","ENSG00000203818.6",0,0,0,0,0,0,0,0,1
"19733","ENSG00000203819.6",6,16,14,27,8,30,3,2,6
"19734","ENSG00000203825.4",0,0,0,0,0,0,0,0,0
"19735","ENSG00000203837.4",0,0,0,2,1,95,3,1,1
"19736","ENSG00000203852.3",0,0,0,0,1,0,1,0,1
"19737","ENSG00000203855.7",0,0,0,2,12,1,22,4,6
"19738","ENSG00000203857.8",0,0,0,0,0,0,1,0,2
"19739","ENSG00000203858.3",0,0,0,0,1,0,2,0,1
"19740","ENSG00000203859.8",0,1,0,0,0,1,1,2,0
"19741","ENSG00000203864.2",1,1,0,4,2,2,4,3,7
"19742","ENSG00000203865.8",41,122,51,90,165,64,153,147,151
"19743","ENSG00000203867.7",12,43,68,79,20,10,234,62,87
"19744","ENSG00000203870.5",1,0,0,0,0,0,1,3,5
"19745","ENSG00000203872.6",8,19,18,24,19,9,15,29,37
"19746","ENSG00000203875.9",554,10371,5995,6755,1443,4472,6774,8679,3627
"19747","ENSG00000203876.8",35,19,91,20,6,17,26,55,31
"19748","ENSG00000203877.6",57,11,5,3,8,122,1,14,1
"19749","ENSG00000203878.10",0,10,0,0,0,2,217,3229,518
"19750","ENSG00000203879.10",4350,8223,9250,9970,6590,15325,8455,5149,12695
"19751","ENSG00000203880.10",2801,6890,1702,2829,1390,3552,4431,3248,3503
"19752","ENSG00000203883.6",586,199,276,397,51,166,997,1479,2243
"19753","ENSG00000203886.4",1,1,0,1,0,2,3,1,2
"19754","ENSG00000203896.8",67,247,107,123,102,39,42,51,99
"19755","ENSG00000203897.3",0,1,0,0,1,0,1,2,1
"19756","ENSG00000203900.2",1,0,0,0,0,1,0,1,1
"19757","ENSG00000203907.8",2,2,24,3,68,48,2,4,14
"19758","ENSG00000203908.3",0,0,0,0,0,0,0,0,1
"19759","ENSG00000203909.3",0,0,0,0,1,0,0,0,0
"19760","ENSG00000203910.7",0,2,3,0,0,0,1,3,2
"19761","ENSG00000203914.4",4,2,3,2,2,21,0,3,2
"19762","ENSG00000203923.4",0,0,0,1,1,3,0,0,0
"19763","ENSG00000203926.4",0,0,0,0,0,0,0,0,0
"19764","ENSG00000203930.9",1,3,29,15,3,12,8,5,29
"19765","ENSG00000203933.2",0,0,0,0,0,0,0,0,0
"19766","ENSG00000203942.4",1,1,1,9,2,1,1,0,1
"19767","ENSG00000203943.7",4,112,21,39,88,39,54,111,53
"19768","ENSG00000203950.6",2012,3231,3821,4062,2139,2442,2371,1782,3371
"19769","ENSG00000203952.8",0,17,58,23,2,4,59,31,19
"19770","ENSG00000203963.10",0,6,66,3,1,2,130,33,18
"19771","ENSG00000203965.11",120,819,187,260,344,395,522,480,372
"19772","ENSG00000203970.3",0,0,0,0,0,0,0,0,0
"19773","ENSG00000203971.1",0,0,0,1,0,0,0,0,0
"19774","ENSG00000203972.8",0,22,0,0,0,0,1,0,2
"19775","ENSG00000203985.9",2,5,1253,35,9,8,1835,529,508
"19776","ENSG00000203987.2",2,2,0,0,1,0,0,0,1
"19777","ENSG00000203989.3",0,0,0,0,0,0,1,0,0
"19778","ENSG00000203993.4",305,1147,749,801,871,416,458,508,670
"19779","ENSG00000203995.8",102,90,26,80,350,17,5,10,3
"19780","ENSG00000203999.7",8,51,13,24,22,51,10,28,36
"19781","ENSG00000204001.8",1,1,0,0,0,0,0,0,0
"19782","ENSG00000204003.7",0,0,0,0,0,0,0,0,1
"19783","ENSG00000204006.7",0,0,0,0,0,0,0,0,0
"19784","ENSG00000204007.5",0,0,0,0,0,0,0,0,0
"19785","ENSG00000204010.3",1,3,0,1,0,0,4,2,2
"19786","ENSG00000204011.4",0,0,0,3,1,0,1,1,2
"19787","ENSG00000204019.4",0,0,0,0,10,2,1,1,1
"19788","ENSG00000204020.5",1,4,1,2,0,81,35,4,122
"19789","ENSG00000204021.3",1,4,6,26,0,206,1,0,1
"19790","ENSG00000204022.8",1,5,3,4,0,6,6,7,7
"19791","ENSG00000204025.5",0,1,0,1,4,1,1,1,2
"19792","ENSG00000204031.3",0,0,1,1,0,0,0,0,0
"19793","ENSG00000204033.8",3,0,4,2,0,21,0,0,3
"19794","ENSG00000204044.6",8,18,7,26,3,16,17,7,12
"19795","ENSG00000204049.1",1,1,2,2,2,0,1,0,2
"19796","ENSG00000204052.4",39,31,91,49,32,34,144,43,82
"19797","ENSG00000204053.6",0,0,0,0,0,0,0,0,0
"19798","ENSG00000204054.10",2223,2365,2227,4117,2911,2213,4180,2557,8050
"19799","ENSG00000204055.4",5,34,4,19,12,2,23,19,17
"19800","ENSG00000204060.5",12,629,70,112,134,65,38,53,89
"19801","ENSG00000204065.2",0,28,1,11,14,0,22,18,22
"19802","ENSG00000204070.8",1019,3681,1380,2035,634,2326,4138,4088,5322
"19803","ENSG00000204071.8",2,1,1,3,1,0,7,10,6
"19804","ENSG00000204072.3",0,0,3,0,0,1,0,18,0
"19805","ENSG00000204084.11",385,4368,601,1007,754,1117,1936,1802,2968
"19806","ENSG00000204086.4",2,4,18,9,10,4,3,0,13
"19807","ENSG00000204091.6",0,0,0,0,0,0,0,0,1
"19808","ENSG00000204092.2",0,0,0,1,0,0,0,0,0
"19809","ENSG00000204099.10",448,25,4,22,1,7,10,5,113
"19810","ENSG00000204103.3",2818,2037,5915,5698,4478,4212,3687,1684,7857
"19811","ENSG00000204104.10",406,1561,1219,1190,892,1920,2187,745,2347
"19812","ENSG00000204110.6",2,1,2,2,1,4,5,4,8
"19813","ENSG00000204113.6",0,0,0,0,0,0,0,0,0
"19814","ENSG00000204116.10",431,273,417,952,259,721,1182,465,1194
"19815","ENSG00000204117.1",1,0,0,1,0,1,0,2,0
"19816","ENSG00000204118.1",1,2,68,0,0,144,18,11,26
"19817","ENSG00000204120.13",1840,5213,2271,3831,1939,5268,5239,2072,7514
"19818","ENSG00000204121.2",0,1,0,0,0,0,5,15,23
"19819","ENSG00000204128.5",9,307,8,182,10,59,85,105,130
"19820","ENSG00000204130.11",342,514,390,1164,330,1674,1136,823,1190
"19821","ENSG00000204131.7",49,34,40,119,6,31,650,97,571
"19822","ENSG00000204136.9",50,217,174,402,31,356,1539,1258,1855
"19823","ENSG00000204138.11",1757,4740,1731,3235,2962,3084,5350,1664,4485
"19824","ENSG00000204140.9",0,32,0,0,0,0,0,1,0
"19825","ENSG00000204147.8",189,154,97,172,125,224,225,121,110
"19826","ENSG00000204148.3",0,0,0,0,0,0,0,0,0
"19827","ENSG00000204149.8",243,219,242,389,145,145,92,204,497
"19828","ENSG00000204152.9",421,315,287,493,225,387,250,306,564
"19829","ENSG00000204160.10",2326,3899,3322,5177,4173,4210,2148,1211,3980
"19830","ENSG00000204161.12",44,544,251,369,45,483,2644,3804,2161
"19831","ENSG00000204165.5",3,28,13,18,3,6,12,35,20
"19832","ENSG00000204172.10",131,91,88,210,115,19,78,94,143
"19833","ENSG00000204173.9",7,5,36,14,2,10,57,33,23
"19834","ENSG00000204174.5",0,5,0,2,0,0,6,16,5
"19835","ENSG00000204175.5",160,225,7,59,3,130,1016,1464,2484
"19836","ENSG00000204176.12",2,7,11,10,1,17,163,167,224
"19837","ENSG00000204177.9",57,55,36,113,37,52,43,86,106
"19838","ENSG00000204178.8",557,2459,1092,1567,1024,1891,2233,1310,3232
"19839","ENSG00000204179.9",7,4,7,15,0,24,120,35,75
"19840","ENSG00000204183.1",0,0,0,0,2,0,1,1,0
"19841","ENSG00000204186.6",675,418,376,750,586,1438,767,489,1057
"19842","ENSG00000204187.5",1,0,0,2,2,0,11,6,9
"19843","ENSG00000204188.6",84,6,4,5,2,5,1,3,5
"19844","ENSG00000204193.9",0,1,2,1,2,1,2,0,0
"19845","ENSG00000204194.1",3,7,0,11,9,5,0,2,1
"19846","ENSG00000204195.3",0,0,0,2,0,0,0,0,0
"19847","ENSG00000204196.5",0,0,0,0,0,0,0,0,0
"19848","ENSG00000204209.9",3425,7990,3435,4815,4087,4556,4068,2859,5371
"19849","ENSG00000204217.11",3363,4118,3441,17185,1695,9214,37594,6669,25237
"19850","ENSG00000204219.8",1007,930,1323,1690,1280,716,2249,2482,3561
"19851","ENSG00000204220.8",1111,2818,1506,1993,1463,1473,860,2064,1458
"19852","ENSG00000204227.4",1783,3242,2062,3661,2861,1528,3062,2801,4922
"19853","ENSG00000204228.3",1166,969,830,1110,1076,556,955,2221,1629
"19854","ENSG00000204231.9",1611,5009,1693,3103,3050,2336,3037,3056,4560
"19855","ENSG00000204237.4",952,2829,1675,1538,1552,780,585,1177,892
"19856","ENSG00000204241.6",103,4,20,26,0,27,16,19,23
"19857","ENSG00000204246.2",0,0,0,0,0,0,0,0,0
"19858","ENSG00000204248.9",20,615,77,70,108,37,54,34,73
"19859","ENSG00000204250.3",0,0,0,0,0,0,0,0,0
"19860","ENSG00000204252.11",265,2430,769,1973,138,1972,9793,6389,15929
"19861","ENSG00000204253.4",856,1317,950,684,924,416,1236,316,659
"19862","ENSG00000204256.11",9246,28711,12618,22970,15947,16050,15677,9123,25623
"19863","ENSG00000204257.13",479,3375,2428,3500,303,2785,11779,16858,17629
"19864","ENSG00000204261.7",71,407,461,691,74,288,1907,1248,1367
"19865","ENSG00000204262.10",2342,9867,10328,43130,4210,31609,4809,1312,4473
"19866","ENSG00000204264.7",1221,6523,3697,5132,526,2702,9348,9985,7579
"19867","ENSG00000204267.12",1596,1976,2493,3156,593,3155,4385,1545,4421
"19868","ENSG00000204271.9",86,207,162,274,6,126,184,157,181
"19869","ENSG00000204272.9",1318,1468,1822,2234,790,2331,1806,2033,2023
"19870","ENSG00000204277.1",2,13,3,11,4,6,1,8,7
"19871","ENSG00000204278.11",28,0,0,0,1,0,0,0,0
"19872","ENSG00000204279.6",0,0,0,0,0,0,0,0,0
"19873","ENSG00000204282.4",470,365,139,581,475,437,468,316,700
"19874","ENSG00000204283.3",0,0,2,1,1,3,4,1,1
"19875","ENSG00000204287.12",6414,58902,21022,44981,2382,30832,144715,289936,203987
"19876","ENSG00000204290.9",17,2,3,4,1,1,10,5,3
"19877","ENSG00000204291.9",1585,2541,3437,13256,675,3127,3219,1177,4680
"19878","ENSG00000204293.2",0,0,0,0,0,0,0,0,0
"19879","ENSG00000204296.10",197,2,13,34,5,97,0,10,0
"19880","ENSG00000204300.5",0,0,2,0,0,0,0,0,0
"19881","ENSG00000204301.6",477,1084,561,1034,431,941,8591,2288,9058
"19882","ENSG00000204304.10",2921,2784,1791,4358,3040,2831,4191,2596,6010
"19883","ENSG00000204305.12",140,1048,146,254,222,331,145304,173887,252155
"19884","ENSG00000204308.7",1407,5267,1033,2033,1785,1173,2368,3393,2627
"19885","ENSG00000204310.9",2145,4163,2210,3341,2447,2821,7139,2373,7440
"19886","ENSG00000204311.10",20,112,54,273,84,57,54,39,64
"19887","ENSG00000204314.9",168,121,61,188,245,58,260,138,142
"19888","ENSG00000204315.3",338,779,283,547,484,264,290,327,380
"19889","ENSG00000204316.11",366,1053,468,492,545,170,259,355,412
"19890","ENSG00000204323.5",51,224,143,255,75,68,94,413,160
"19891","ENSG00000204334.7",0,21,52,8,4,25,206,440,287
"19892","ENSG00000204335.3",0,10,1,4,6,7,40,169,105
"19893","ENSG00000204338.7",1,12,7,8,2,0,19,16,28
"19894","ENSG00000204344.13",320,1090,419,634,489,353,621,764,944
"19895","ENSG00000204345.1",1,0,0,0,0,0,0,0,1
"19896","ENSG00000204347.3",0,0,0,0,0,0,0,2,1
"19897","ENSG00000204348.8",202,1325,710,708,864,466,616,473,846
"19898","ENSG00000204351.10",2662,6836,2136,3894,4037,2851,2563,1737,3869
"19899","ENSG00000204352.2",0,1,2,0,0,1,12,7,3
"19900","ENSG00000204356.10",3114,9432,3115,4735,4691,2951,4742,5028,4948
"19901","ENSG00000204361.8",0,0,1,12,0,1,2,6,4
"19902","ENSG00000204362.5",5,0,18,0,8,0,0,1,0
"19903","ENSG00000204363.4",0,0,0,0,0,0,0,0,0
"19904","ENSG00000204365.4",0,0,0,1,0,3,0,1,0
"19905","ENSG00000204366.3",636,858,308,819,485,255,320,190,219
"19906","ENSG00000204368.6",0,0,0,3,0,1,0,0,0
"19907","ENSG00000204370.7",3303,7426,5650,6283,1911,4543,4805,6637,4538
"19908","ENSG00000204371.10",4251,9202,2736,6419,5671,3056,4367,1896,3861
"19909","ENSG00000204379.9",0,0,0,0,0,0,0,0,0
"19910","ENSG00000204380.3",67,28,39,36,52,35,13,12,24
"19911","ENSG00000204381.10",1986,670,808,1880,1044,3577,1732,1404,1324
"19912","ENSG00000204382.10",0,0,0,1,0,0,0,0,1
"19913","ENSG00000204385.9",223,784,2682,540,26,948,5910,2222,4954
"19914","ENSG00000204386.9",2478,8506,3015,5231,3263,3015,5291,7270,7831
"19915","ENSG00000204387.11",1756,5504,2598,6018,4953,2227,5006,7487,5196
"19916","ENSG00000204388.6",7381,5473,11118,15924,8475,8786,2394,5062,4428
"19917","ENSG00000204389.9",7649,4113,12414,14114,8264,6910,2567,5128,4445
"19918","ENSG00000204390.9",88,90,56,176,73,125,227,186,292
"19919","ENSG00000204392.9",1751,7339,1908,2437,1433,1397,1800,2842,1663
"19920","ENSG00000204393.6",0,0,0,0,0,0,0,0,0
"19921","ENSG00000204394.11",6672,10395,4670,6298,6009,5586,3332,2231,6869
"19922","ENSG00000204396.9",215,138,305,88,287,278,712,263,1094
"19923","ENSG00000204397.6",166,222,287,573,59,343,1506,1772,1274
"19924","ENSG00000204398.5",6,0,0,0,0,0,0,0,0
"19925","ENSG00000204399.3",0,0,0,0,0,0,0,0,0
"19926","ENSG00000204403.8",3,8,8,5,1,8,159,131,99
"19927","ENSG00000204406.10",301,1158,538,1300,487,1271,1525,643,1808
"19928","ENSG00000204410.13",85,179,91,231,348,60,29,46,86
"19929","ENSG00000204414.10",0,0,0,0,0,0,0,0,0
"19930","ENSG00000204420.7",26,31,10,94,41,40,86,87,459
"19931","ENSG00000204421.2",300,34,127,2965,96,563,4,3,8
"19932","ENSG00000204422.7",0,1,2,2,4,2,1,0,7
"19933","ENSG00000204424.9",1,1,2,4,3,1,2,7,29
"19934","ENSG00000204427.10",190,591,228,501,423,243,399,305,511
"19935","ENSG00000204428.11",75,72,86,54,69,59,247,167,220
"19936","ENSG00000204429.4",7,17,9,31,7,28,2,0,0
"19937","ENSG00000204434.5",1,5,3,1,7,9,1,2,3
"19938","ENSG00000204435.12",1875,4811,2525,2712,2938,1974,2208,2055,3125
"19939","ENSG00000204437.7",0,0,0,0,0,0,0,0,2
"19940","ENSG00000204438.9",829,2517,743,1320,1250,674,1409,1634,1432
"19941","ENSG00000204439.3",1364,1837,1255,2518,1598,1558,1628,1213,3136
"19942","ENSG00000204442.3",15,50,61,129,12,42,334,174,268
"19943","ENSG00000204444.9",70,47,127,185,102,76,88,145,157
"19944","ENSG00000204446.4",0,14,2,2,6,9,10,8,12
"19945","ENSG00000204449.3",0,1,0,0,0,0,0,0,0
"19946","ENSG00000204450.7",0,0,0,0,0,0,0,0,0
"19947","ENSG00000204455.7",0,2,0,0,0,0,0,0,1
"19948","ENSG00000204456.4",0,0,0,0,0,0,0,0,0
"19949","ENSG00000204460.3",0,139,0,0,0,2,0,0,0
"19950","ENSG00000204463.11",11278,21836,7634,15244,16835,11855,15467,7993,24898
"19951","ENSG00000204464.6",0,1,0,1,2,1,0,3,3
"19952","ENSG00000204469.11",18922,35657,12939,23179,20488,17904,17138,5820,29020
"19953","ENSG00000204471.3",0,0,0,0,0,0,0,0,0
"19954","ENSG00000204472.11",189,1299,731,1383,97,1257,3665,5334,4565
"19955","ENSG00000204475.8",4,54,24,47,8,40,284,135,191
"19956","ENSG00000204478.8",0,0,0,0,2,3,0,0,0
"19957","ENSG00000204479.4",0,0,0,0,0,0,0,0,0
"19958","ENSG00000204480.7",0,0,2,0,0,0,1,0,0
"19959","ENSG00000204481.7",0,0,0,0,0,0,0,0,0
"19960","ENSG00000204482.9",79,734,361,508,59,469,1698,4959,3426
"19961","ENSG00000204498.9",499,2436,750,1265,1055,711,1100,992,1387
"19962","ENSG00000204501.5",0,0,0,0,0,0,0,0,0
"19963","ENSG00000204505.4",0,0,0,0,0,0,0,0,0
"19964","ENSG00000204510.4",0,0,0,0,0,0,0,0,0
"19965","ENSG00000204511.2",0,0,0,0,0,0,0,0,2
"19966","ENSG00000204514.8",139,1014,447,334,130,285,412,382,655
"19967","ENSG00000204516.8",216,452,237,470,989,338,334,644,972
"19968","ENSG00000204518.2",0,0,0,1,0,0,1,0,0
"19969","ENSG00000204519.9",316,1283,441,573,264,567,333,318,602
"19970","ENSG00000204520.11",821,409,567,1118,631,1436,910,2023,2190
"19971","ENSG00000204524.6",132,143,90,174,49,195,141,102,261
"19972","ENSG00000204525.13",6784,42995,40259,73457,11175,31007,175855,145696,212028
"19973","ENSG00000204528.3",26,7,20,4,22,1,8,11,25
"19974","ENSG00000204529.3",0,0,0,28,15,26,1,3,3
"19975","ENSG00000204531.14",89,80,62,75,126,37,36,79,133
"19976","ENSG00000204532.5",3,5,1,2,2,1,0,0,3
"19977","ENSG00000204536.12",1165,2845,1052,1748,2009,695,653,738,846
"19978","ENSG00000204538.3",15,13,3,47,6,149,3,5,12
"19979","ENSG00000204539.3",1,3,0,25,7,40,2,0,8
"19980","ENSG00000204540.9",23,115,56,213,42,46,241,191,543
"19981","ENSG00000204542.2",52,12200,73,4500,77,899,0,0,0
"19982","ENSG00000204544.5",18,15,0,9,1,105,283,62,259
"19983","ENSG00000204547.7",0,0,0,0,0,0,0,0,0
"19984","ENSG00000204548.3",0,0,0,0,0,0,0,0,0
"19985","ENSG00000204555.2",0,0,0,0,0,0,0,0,0
"19986","ENSG00000204556.4",5,14,2,2,8,19,30,42,29
"19987","ENSG00000204560.8",2028,4001,2156,3736,3831,2312,2629,1649,4174
"19988","ENSG00000204564.10",838,1113,780,1274,882,947,485,470,736
"19989","ENSG00000204566.6",0,0,22,0,2,3,32,37,84
"19990","ENSG00000204568.10",2312,5845,2802,4842,3270,2468,4655,4725,5033
"19991","ENSG00000204569.8",4478,6258,4769,6071,5846,3913,5349,2360,12382
"19992","ENSG00000204571.5",0,1,0,0,0,0,0,2,0
"19993","ENSG00000204572.7",2,12,0,2,8,0,0,5,3
"19994","ENSG00000204574.11",5261,9764,4144,9113,7173,5937,5480,2048,9947
"19995","ENSG00000204576.10",518,1655,967,1296,960,558,721,538,920
"19996","ENSG00000204577.10",39,126,99,176,39,205,483,326,1819
"19997","ENSG00000204580.10",29275,27065,19761,40113,39815,27732,7822,5113,17198
"19998","ENSG00000204581.2",1,12,3,3,4,9,32,60,138
"19999","ENSG00000204583.8",2,37,2,6,5,4,48,94,51
"20000","ENSG00000204584.1",20,26,16,14,58,11,8,25,59
"20001","ENSG00000204588.5",9,28,28,100,59,27,41,25,101
"20002","ENSG00000204590.11",2450,4989,3263,5469,5629,3492,6523,2699,7982
"20003","ENSG00000204592.8",10905,37092,24974,42415,9084,27282,299793,96481,240737
"20004","ENSG00000204595.1",0,0,0,0,0,3,2,1,6
"20005","ENSG00000204599.13",452,816,400,705,439,542,920,528,1717
"20006","ENSG00000204603.5",2,44,0,0,1,0,3,0,1
"20007","ENSG00000204604.8",702,2179,889,677,632,935,735,1134,1439
"20008","ENSG00000204610.11",0,252,1,1,2,2,1,1,1
"20009","ENSG00000204611.5",751,843,340,711,274,486,746,577,922
"20010","ENSG00000204612.1",0,0,0,10,1,3,0,0,0
"20011","ENSG00000204613.9",0,65,3,0,0,0,5,0,2
"20012","ENSG00000204614.7",0,1,0,0,1,0,1,0,10
"20013","ENSG00000204616.9",13,243,23,23,1,9,47,21,41
"20014","ENSG00000204618.7",164,341,109,927,79,340,148,167,267
"20015","ENSG00000204619.6",2712,5548,2607,4201,2859,3822,5931,3516,7676
"20016","ENSG00000204620.3",11,35,30,37,20,25,13,34,25
"20017","ENSG00000204622.9",16,337,41,93,93,152,203,406,132
"20018","ENSG00000204623.7",110,417,125,363,194,139,225,201,296
"20019","ENSG00000204624.7",3,39,18,11,3,6,15,1,18
"20020","ENSG00000204625.9",0,1,2,3,0,1,3,4,7
"20021","ENSG00000204628.10",19894,43401,59589,46298,19091,37243,61058,61067,69938
"20022","ENSG00000204632.10",91,249,105,291,26,70,567,269,378
"20023","ENSG00000204634.11",1858,1198,1534,2997,2362,1939,1751,1068,3121
"20024","ENSG00000204637.4",0,0,0,0,0,0,0,0,1
"20025","ENSG00000204640.1",0,0,0,0,0,0,0,0,0
"20026","ENSG00000204642.12",410,3129,3237,3909,429,2145,9833,9057,12059
"20027","ENSG00000204644.8",0,91,15,55,12,30,0,122,2
"20028","ENSG00000204648.10",0,0,0,0,0,0,0,0,0
"20029","ENSG00000204650.12",1051,1831,880,1677,897,1366,948,531,853
"20030","ENSG00000204652.6",0,6,2,3,1,10,5,8,3
"20031","ENSG00000204653.8",0,9,19,11,12,0,7,9,32
"20032","ENSG00000204655.10",0,8,3,0,0,1,2,5,1
"20033","ENSG00000204657.3",0,4,2,0,4,0,2,0,1
"20034","ENSG00000204658.5",4,3,0,0,2,1,0,0,0
"20035","ENSG00000204659.4",1,6,1,2,5,2,4,6,10
"20036","ENSG00000204661.8",0,0,2,2,2,6,4,0,1
"20037","ENSG00000204662.2",0,0,0,0,0,0,0,0,0
"20038","ENSG00000204663.8",0,0,0,0,0,0,0,0,0
"20039","ENSG00000204666.3",3,12,45,2,0,3,43,18,29
"20040","ENSG00000204669.8",0,0,0,0,0,0,0,0,0
"20041","ENSG00000204670.7",0,9,5,36,10,39,3,4,20
"20042","ENSG00000204671.1",0,1,3,21,0,0,0,1,0
"20043","ENSG00000204673.9",5713,3246,3734,3218,1886,3227,2139,1642,3606
"20044","ENSG00000204677.9",11,2,18,36,8,27,16,12,28
"20045","ENSG00000204681.9",738,1180,771,2399,1103,1114,779,702,1280
"20046","ENSG00000204682.5",42,41,179,104,22,97,175,117,139
"20047","ENSG00000204683.9",1,0,0,5,0,0,1,0,1
"20048","ENSG00000204684.2",0,0,0,0,0,0,0,0,0
"20049","ENSG00000204685.6",107,322,192,297,274,213,193,135,258
"20050","ENSG00000204687.4",0,0,0,2,0,0,17,17,12
"20051","ENSG00000204688.8",0,1,0,0,0,0,0,0,0
"20052","ENSG00000204694.9",0,0,0,0,0,0,0,1,0
"20053","ENSG00000204695.3",0,0,0,0,0,0,0,0,0
"20054","ENSG00000204697.3",0,0,0,0,0,0,0,0,0
"20055","ENSG00000204699.4",0,0,0,0,0,0,0,0,0
"20056","ENSG00000204700.4",0,0,0,0,0,0,0,0,0
"20057","ENSG00000204701.1",0,2,0,1,0,0,0,0,0
"20058","ENSG00000204702.4",0,0,0,0,0,0,0,0,0
"20059","ENSG00000204703.4",0,0,0,0,0,0,0,0,0
"20060","ENSG00000204704.2",0,1,0,0,0,0,0,0,0
"20061","ENSG00000204705.3",0,0,0,0,0,0,1,0,0
"20062","ENSG00000204706.13",3,29,8,18,9,19,64,60,257
"20063","ENSG00000204709.4",0,1,1,4,1,6,5,11,0
"20064","ENSG00000204710.2",720,368,2,5,0,1,1,5,7
"20065","ENSG00000204711.7",1,2,239,3,0,0,400,180,95
"20066","ENSG00000204713.9",2722,5927,2725,4167,2672,3418,3149,2617,5029
"20067","ENSG00000204717.4",0,0,1,0,0,0,0,0,0
"20068","ENSG00000204718.3",0,0,0,1,0,0,0,0,0
